N,P,K,temperature,humidity,ph,rainfall,soil_type,label,reference_title,reference_url,source,stats_source_title,stats_source_url
36.5,20.5,24.4,24.52,82.67,4.94,231.26,Volcanic Loam,rubber,PCAARRD ISP – Rubber Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/rubber/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
81,45.9,22.4,25.57,72.85,7.28,116.32,Loam,corn,DA – Philippine Yellow Corn Industry Roadmap,https://www.da.gov.ph/wp-content/uploads/2023/05/Philippine-Yellow-Corn-Industry-Roadmap.pdf,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
77.8,55.3,40.2,29.55,70.75,6.1,66.99,Loam,eggplant,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
81.5,59.6,86.1,22.34,70.87,6.39,94.8,Sandy Loam,tomato,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
24.1,15,17.8,27.2,73.92,6.31,158.66,Clay Loam,calamansi,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
76.9,43,49.6,24.31,63.73,6.63,34.73,Sandy Loam,garlic,PCAARRD ISP – Vegetables Industry Profile (garlic),https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
25,12.3,25.8,30.91,74.75,6.04,127.57,Loam,calamansi,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
105.6,20.1,30.6,26.29,76.49,6,229.05,Volcanic Loam,coffee,PCAARRD ISP – Coffee Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/coffee/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
22.4,50.8,22.4,29.66,69.39,6.83,76.38,Sandy Loam,mungbean,PCAARRD ISP – Legumes Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/legumes/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
57,47.1,40,31.55,60.15,6.2,75.13,Sandy Loam,okra,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
19.9,10,25.4,25.62,91.6,5.79,214.36,Sandy Loam,coconut,PCAARRD ISP – Coconut Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/coconut/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
40.9,30.2,38.4,29.21,62.82,6.23,72.82,Sandy Loam,okra,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
71.6,40.2,42.9,26.55,59.67,6.24,32.48,Sandy Loam,onion,PCAARRD ISP – Vegetables Industry Profile (onion),https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
19.5,44.8,21.3,27.52,70.28,6.67,39.57,Sandy Loam,mungbean,PCAARRD ISP – Legumes Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/legumes/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
82.6,38,81.1,29.17,90.3,5.15,278.29,Volcanic Loam,abaca,PCAARRD ISP – Abaca Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/abaca/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
68.7,57,52.5,29.89,66.84,5.82,82.95,Clay Loam,eggplant,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
18.6,34.3,28.1,32.31,65.88,6.85,45.7,Loam,mungbean,PCAARRD ISP – Legumes Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/legumes/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
86.8,48.4,50.2,24.42,57.43,6.02,49.32,Loam,garlic,PCAARRD ISP – Vegetables Industry Profile (garlic),https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
20,18.2,16.2,26.86,73.94,6.09,157.94,Loam,calamansi,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
60,51.9,46.8,27.5,83.59,6.48,141.67,Clay Loam,papaya,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
118.1,74.4,53.2,31.24,75.86,6.37,166.05,Loam,banana,PCAARRD ISP – Banana Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/banana/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
106.9,89.1,46.9,27.02,88.71,6.54,122,Clay Loam,banana,PCAARRD ISP – Banana Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/banana/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
47.1,47.7,44.1,31.36,70.33,6.82,87.11,Sandy Loam,okra,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
42.3,34,84.6,25.14,62.29,5.95,41.99,Loam,tobacco,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
43.8,25.7,81.1,21.79,70.47,6.29,68.37,Loam,sweet_potato,PCAARRD ISP – Sweetpotato Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/sweetpotato/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
62.8,20.5,86.3,30.12,85.61,5.67,262.1,Volcanic Loam,abaca,PCAARRD ISP – Abaca Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/abaca/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
101,24.5,30.9,26.35,74.31,6.04,222.34,Volcanic Loam,coffee,PCAARRD ISP – Coffee Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/coffee/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
62.7,43.2,73.4,24,65.47,6.29,46.34,Sandy Loam,tomato,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
97.6,75.6,48.4,26.21,76.62,6.8,123.63,Volcanic Loam,banana,PCAARRD ISP – Banana Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/banana/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
24.7,37.9,25.6,26.92,74.53,7.06,63.89,Sandy Loam,mungbean,PCAARRD ISP – Legumes Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/legumes/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
105,78.5,51,26.44,81.83,6.04,153.23,Clay Loam,banana,PCAARRD ISP – Banana Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/banana/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
17.8,18.3,19.2,30.09,77.83,6.23,132.43,Clay Loam,calamansi,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
103.4,55,42,30.05,88.03,5.81,170.12,Silty Clay Loam,rice,PCAARRD ISP – Rice Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/rice/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
89.2,43.9,40.3,30.91,75.99,6.09,174.1,Volcanic Loam,cacao,PCAARRD ISP – Cacao Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/cacao/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
89.1,40.3,22.6,28.66,72.97,6.52,69.97,Sandy Loam,corn,DA – Philippine Yellow Corn Industry Roadmap,https://www.da.gov.ph/wp-content/uploads/2023/05/Philippine-Yellow-Corn-Industry-Roadmap.pdf,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
18.2,14.9,33,28.77,95.45,6.27,139.41,Volcanic Loam,coconut,PCAARRD ISP – Coconut Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/coconut/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
43.2,44,49.1,29.34,72.82,6.14,54.81,Sandy Loam,okra,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
50.3,56.6,46.2,28.49,85.03,5.55,145.95,Loam,papaya,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
62.1,24.7,66.7,26.26,92.56,5.16,214.23,Clay Loam,abaca,PCAARRD ISP – Abaca Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/abaca/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
18.7,14.7,33.8,29.02,92.33,7.7,199.81,Sandy,coconut,PCAARRD ISP – Coconut Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/coconut/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
63.8,47.9,45.6,25.33,76.17,6.56,238.81,Clay Loam,cacao,PCAARRD ISP – Cacao Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/cacao/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
91.1,45.1,23.9,28.61,69.62,6.21,90.22,Loam,corn,DA – Philippine Yellow Corn Industry Roadmap,https://www.da.gov.ph/wp-content/uploads/2023/05/Philippine-Yellow-Corn-Industry-Roadmap.pdf,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
99.5,89.4,53.9,29.98,76.29,6.99,149.34,Clay Loam,banana,PCAARRD ISP – Banana Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/banana/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
15.9,17.3,31.3,27.6,62.85,7.08,61.95,Loam,mango,PCAARRD ISP – Mango Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/mango/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
51.3,32.6,37.6,31.07,68.64,6.17,102.31,Loam,ampalaya,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
43.8,36,38,32.1,62.06,6.6,76.42,Sandy Loam,okra,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
48.4,27.8,66.9,24.33,77.71,5.63,148.47,Volcanic Loam,pineapple,PCAARRD ISP – Queen Pineapple Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/queen-pineapple/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
92.2,58.4,19.8,25.82,60.06,5.88,76.64,Loam,corn,DA – Philippine Yellow Corn Industry Roadmap,https://www.da.gov.ph/wp-content/uploads/2023/05/Philippine-Yellow-Corn-Industry-Roadmap.pdf,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
86.9,50.7,20.5,31.12,71.75,7.47,77.4,Clay Loam,corn,DA – Philippine Yellow Corn Industry Roadmap,https://www.da.gov.ph/wp-content/uploads/2023/05/Philippine-Yellow-Corn-Industry-Roadmap.pdf,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
56.2,17.3,72.4,29.76,72.39,5.13,114.42,Sandy Loam,pineapple,PCAARRD ISP – Queen Pineapple Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/queen-pineapple/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
23.4,10.2,29.1,29.63,87.48,5.74,202.31,Volcanic Loam,coconut,PCAARRD ISP – Coconut Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/coconut/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
99.7,19.7,26.4,25.24,59.24,6.52,216.62,Volcanic Loam,coffee,PCAARRD ISP – Coffee Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/coffee/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
43.9,32.9,89.4,26.14,62.32,5.75,52.7,Loam,tobacco,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
91.4,44.2,50.5,28.02,66.29,6.28,40.43,Sandy Loam,onion,PCAARRD ISP – Vegetables Industry Profile (onion),https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
103.7,89.8,53.3,29.68,83.54,6.36,157.58,Clay Loam,banana,PCAARRD ISP – Banana Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/banana/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
16.5,32.5,23.6,29.99,66.64,6.69,73.18,Loam,mungbean,PCAARRD ISP – Legumes Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/legumes/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
53.3,42.4,50.3,27.7,65.41,6.49,82.22,Clay Loam,ampalaya,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
17.1,15,23.3,29.71,69.45,5.9,131.55,Clay Loam,calamansi,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
84.2,37.8,42.5,26.12,66.17,6.26,32.63,Sandy Loam,onion,PCAARRD ISP – Vegetables Industry Profile (onion),https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
107.4,28.1,25.7,24.23,69.5,6.1,176.8,Volcanic Loam,coffee,PCAARRD ISP – Coffee Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/coffee/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
64.5,37.9,42.9,30.13,77.26,5.51,232.82,Clay Loam,cacao,PCAARRD ISP – Cacao Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/cacao/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
91.5,45.4,21.3,31.36,71.6,6.1,81.72,Clay Loam,corn,DA – Philippine Yellow Corn Industry Roadmap,https://www.da.gov.ph/wp-content/uploads/2023/05/Philippine-Yellow-Corn-Industry-Roadmap.pdf,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
46.2,22.8,64.2,23.78,75.82,5.57,79.16,Sandy Loam,pineapple,PCAARRD ISP – Queen Pineapple Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/queen-pineapple/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
77.4,32.7,61.1,28.08,85.37,5.98,243.24,Volcanic Loam,abaca,PCAARRD ISP – Abaca Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/abaca/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
41,19.5,80.7,24.34,69.16,5.61,115.58,Volcanic Loam,pineapple,PCAARRD ISP – Queen Pineapple Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/queen-pineapple/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
44.4,48.7,46.7,25.16,73.23,6.09,85.6,Sandy Loam,okra,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
52.4,45.6,40.4,29.86,65.82,6.37,62.73,Sandy Loam,okra,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
21,18.3,29.4,32.3,63.58,7.31,63.41,Clay Loam,mango,PCAARRD ISP – Mango Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/mango/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
95.9,53.9,41,30.55,85.34,6.14,182.18,Silty Clay Loam,rice,PCAARRD ISP – Rice Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/rice/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
56.3,45.9,45.9,30.85,64.9,6.56,91.69,Sandy Loam,okra,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
133,53.2,51,27.25,66.76,6.51,123.27,Loam,sugarcane,PCAARRD ISP – Sugarcane Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/sugarcane/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
18.8,47.5,23.9,31.04,67.14,6.23,47.76,Sandy Loam,mungbean,PCAARRD ISP – Legumes Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/legumes/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
93.1,51.3,43.2,30.25,75.05,6.62,174.28,Clay,rice,PCAARRD ISP – Rice Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/rice/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
21.1,19.4,16,29.36,74.14,6.42,127.19,Clay Loam,calamansi,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
51.2,50.7,55,31.92,89.59,6.61,103.61,Loam,papaya,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
46.6,29,59.7,25.09,77.95,5.02,85.79,Sandy Loam,pineapple,PCAARRD ISP – Queen Pineapple Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/queen-pineapple/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
22.3,10.9,27.2,27.71,88.74,6.62,226.24,Sandy Loam,coconut,PCAARRD ISP – Coconut Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/coconut/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
44.9,36.5,63.4,29.25,55.85,6.13,80.45,Sandy,cassava,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
54,18,78.7,24.52,73.37,5.02,136.92,Clay Loam,pineapple,PCAARRD ISP – Queen Pineapple Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/queen-pineapple/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
24.5,10.9,26.8,26,88.35,5.65,253.02,Sandy,coconut,PCAARRD ISP – Coconut Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/coconut/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
80,38.5,44.3,27.48,78.97,6.07,153.07,Loam,cacao,PCAARRD ISP – Cacao Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/cacao/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
48,47.6,37.1,30.66,67.13,6.21,62.92,Loam,okra,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
45.6,39.7,65.4,27.86,67.47,5.75,88.56,Loam,sweet_potato,PCAARRD ISP – Sweetpotato Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/sweetpotato/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
61.2,46.2,29.7,27.61,67.34,6.55,53.23,Sandy Loam,okra,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
39.4,62.3,51.9,29.25,74.85,5.75,118.17,Clay Loam,papaya,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
78.3,37.2,55,25.98,75.98,5.57,218.63,Loam,cacao,PCAARRD ISP – Cacao Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/cacao/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
16.2,47.4,21.7,26.35,63.33,6.3,63.02,Loam,mungbean,PCAARRD ISP – Legumes Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/legumes/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
49.9,49.7,46.1,32.6,88.75,6.74,132,Clay Loam,papaya,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
52.7,41.5,33.9,29.05,73.34,6.25,67.34,Sandy Loam,okra,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
20.2,12.5,33.6,28.83,92.69,5.25,212.24,Sandy Loam,coconut,PCAARRD ISP – Coconut Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/coconut/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
20.5,19.2,29.8,31.05,64.1,5.44,73.86,Loam,mango,PCAARRD ISP – Mango Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/mango/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
83.8,30.6,48.5,23.66,59.03,6.84,67.43,Sandy Loam,onion,PCAARRD ISP – Vegetables Industry Profile (onion),https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
47.2,39.3,76.7,24.05,58.53,5.66,69.71,Sandy Loam,tobacco,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
90.3,31.1,42.2,23.77,56.91,6.27,31.92,Sandy Loam,onion,PCAARRD ISP – Vegetables Industry Profile (onion),https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
109.5,68.8,44.8,27.45,79.56,6.15,178.52,Loam,banana,PCAARRD ISP – Banana Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/banana/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
18.4,43.1,26.6,25.66,67.1,6.3,74.27,Loam,mungbean,PCAARRD ISP – Legumes Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/legumes/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
47.9,40.4,32.8,29.8,61.12,6.26,67.43,Sandy Loam,okra,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
19.2,24.2,32.2,34.84,50.3,6.79,87.38,Sandy Loam,mango,PCAARRD ISP – Mango Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/mango/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
