soil_moisture,soil_temperature,air_temperature,humidity,ph,nitrogen,phosphorus,potassium,crop
33.4,26.06,26.88,73.86,5.53,60.6,41.0,82.2,tomato
68.26,24.89,26.98,85.29,6.1,74.2,45.5,57.0,cacao
90.16,26.72,28.83,78.5,6.01,112.5,47.0,42.0,rice
34.99,20.15,22.49,58.7,6.36,66.8,46.7,48.7,onion
64.73,27.23,29.42,76.43,5.38,34.6,23.5,23.3,rubber
60.46,24.43,26.9,79.44,6.79,16.3,10.5,27.6,coconut
36.36,23.98,26.41,71.46,6.44,68.9,40.6,42.5,eggplant
40.83,28.15,29.55,64.38,5.9,49.3,19.0,89.9,pineapple
46.86,27.47,28.57,75.45,6.29,18.1,13.2,16.8,calamansi
65.35,30.84,32.8,88.34,6.66,57.1,59.5,48.1,papaya
36.8,25.48,27.77,70.13,6.49,16.6,41.1,26.7,mungbean
48.42,23.34,25.66,76.72,6.46,40.0,33.8,45.7,ampalaya
33.04,24.24,25.62,60.71,6.15,83.9,31.2,47.8,garlic
37.89,22.87,25.08,59.06,5.53,28.3,38.4,31.8,peanut
62.93,23.82,25.64,72.26,6.29,135.6,52.9,53.7,sugarcane
58.45,25.84,27.08,77.36,5.66,73.1,47.3,54.9,cacao
29.24,19.95,22.09,60.17,6.02,81.9,38.9,72.2,tomato
58.23,26.23,27.41,81.55,6.9,114.6,92.4,51.3,banana
60.1,24.99,26.55,78.31,6.12,53.4,50.9,53.4,papaya
45.59,24.25,25.1,72.48,4.98,51.5,19.5,91.8,pineapple
61.6,28.32,29.64,77.13,6.25,103.6,58.6,43.2,rice
49.01,25.38,27.85,71.49,6.43,45.9,37.1,80.8,sweet_potato
58.29,22.2,24.53,81.09,5.49,47.5,55.9,45.6,papaya
63.77,21.5,23.94,57.63,5.73,89.9,30.2,34.4,coffee
41.83,25.79,26.4,70.75,5.7,61.4,46.6,62.2,tomato
29.68,20.94,21.72,66.6,6.14,53.9,37.3,79.9,tobacco
43.7,25.28,26.12,60.45,6.73,40.4,34.9,77.4,sweet_potato
31.62,20.86,21.43,64.13,6.14,82.6,52.7,76.8,tomato
71.5,26.85,27.53,79.27,5.83,23.9,19.5,29.5,rubber
35.32,24.74,26.1,57.1,6.25,70.7,29.4,58.8,onion
40.79,25.25,26.35,62.64,5.59,60.1,41.3,76.5,tomato
34.48,19.52,21.95,68.77,6.25,86.0,51.1,75.8,tomato
57.52,29.0,30.48,71.9,6.26,42.9,30.1,86.8,cassava
58.79,25.22,26.66,86.81,6.09,91.6,86.0,46.4,banana
56.05,28.32,30.04,66.79,4.76,57.4,21.7,61.9,pineapple
34.24,27.48,28.94,55.45,5.41,24.5,33.0,30.2,peanut
37.81,24.13,25.69,62.04,5.99,41.2,24.7,66.9,tobacco
37.38,31.14,32.04,53.42,6.65,16.9,18.6,28.6,mango
83.76,26.93,27.95,85.79,5.82,88.6,29.4,89.5,abaca
79.73,26.65,28.66,86.48,6.32,77.8,29.6,60.2,abaca
55.94,29.97,31.41,85.14,6.92,100.3,93.7,52.2,banana
77.61,29.18,30.84,87.87,6.26,80.2,45.9,40.4,rice
46.42,29.22,31.04,75.52,5.84,20.8,15.6,21.3,calamansi
34.07,20.94,21.58,68.49,6.16,69.8,41.6,40.1,garlic
27.35,20.99,22.03,63.98,6.89,73.2,40.6,53.8,garlic
67.32,23.75,24.43,83.92,5.87,71.7,49.2,57.4,cacao
53.82,30.33,31.78,88.88,5.41,17.8,9.8,29.5,coconut
57.53,30.02,30.57,76.59,6.36,19.1,15.9,21.2,calamansi
78.69,21.41,22.46,79.29,6.19,109.6,17.7,29.5,coffee
72.53,30.12,31.21,85.76,6.87,76.9,43.4,54.1,cacao
34.33,25.03,25.55,65.4,6.47,53.0,40.9,35.7,okra
46.06,22.98,24.79,78.81,4.78,51.2,16.7,78.2,pineapple
35.92,22.64,23.26,63.12,6.4,44.1,28.1,61.2,tobacco
49.45,28.09,29.27,80.41,6.73,56.6,54.3,54.9,papaya
60.86,26.47,28.93,89.28,6.24,53.1,56.4,47.6,papaya
82.64,23.51,25.71,76.97,5.15,40.8,18.5,24.3,rubber
81.64,25.35,27.5,86.97,5.72,31.5,22.3,21.1,rubber
35.12,26.08,26.7,61.16,6.76,77.0,48.3,58.1,garlic
44.83,24.83,26.6,87.36,6.49,112.0,92.3,53.3,banana
40.0,25.14,26.59,60.84,6.25,18.4,30.0,47.0,peanut
75.67,23.01,25.09,75.1,4.56,38.1,19.8,26.9,rubber
40.29,24.56,26.86,63.27,5.74,16.9,45.6,39.5,peanut
40.45,21.8,24.03,58.05,6.27,52.3,38.7,82.8,tobacco
47.73,30.16,30.67,57.31,5.17,53.9,31.9,80.1,cassava
55.77,23.14,25.21,89.62,5.7,114.9,92.3,52.1,banana
55.1,26.25,26.86,79.25,6.24,51.1,51.4,45.1,papaya
44.55,28.4,29.38,72.13,6.86,101.7,47.2,57.6,sugarcane
37.8,28.89,31.18,49.35,6.49,17.9,17.7,26.2,mango
43.44,26.33,27.93,68.76,6.11,89.1,48.8,24.7,corn
30.15,23.45,25.69,70.26,6.21,20.7,47.7,27.8,mungbean
40.62,25.56,26.88,66.11,6.51,36.7,23.3,64.3,sweet_potato
68.03,28.51,30.96,82.34,6.3,80.3,51.5,44.4,rice
41.97,24.2,25.71,68.64,6.53,86.9,58.8,24.7,corn
78.98,24.42,26.53,77.61,5.63,64.4,31.3,60.7,cacao
57.46,25.78,27.76,81.43,6.27,110.0,88.3,48.8,banana
38.15,25.65,28.0,69.48,6.43,35.8,35.5,75.8,sweet_potato
38.66,22.35,24.17,58.98,5.61,60.4,32.8,78.9,tobacco
84.27,28.16,29.83,78.21,6.1,107.3,55.6,43.3,rice
59.3,27.41,28.99,61.71,6.7,114.6,40.2,56.7,sugarcane
81.8,28.2,29.25,81.52,4.88,38.1,27.7,20.4,rubber
43.95,30.26,32.25,64.69,6.17,53.3,38.0,44.6,ampalaya
62.46,24.63,25.45,85.12,6.71,104.2,87.0,44.7,banana
33.07,23.4,25.54,70.91,6.33,52.3,34.8,33.9,okra
43.66,24.92,26.86,59.68,7.32,97.8,55.7,24.5,corn
39.03,28.03,29.53,62.57,6.47,50.1,36.2,86.8,tobacco
30.44,27.29,28.22,66.5,5.76,43.1,26.9,62.2,tobacco
37.33,35.48,36.64,56.24,5.62,22.8,18.1,31.3,mango
48.32,25.84,26.52,88.07,6.18,96.2,82.9,51.5,banana
46.58,28.89,30.61,89.78,5.65,44.4,57.0,53.6,papaya
71.01,26.17,26.68,84.72,7.04,22.2,12.5,35.4,coconut
36.1,19.66,21.69,69.77,5.76,88.7,58.3,83.3,tomato
27.63,23.47,25.21,70.65,6.15,88.1,42.3,43.7,garlic
53.04,23.66,24.75,67.53,4.73,45.9,21.7,73.1,pineapple
34.75,27.06,28.16,60.6,6.39,17.3,43.9,30.1,mungbean
38.08,23.13,25.38,74.03,6.64,22.0,46.4,25.1,mungbean
33.94,25.18,26.24,56.63,6.63,74.4,35.6,42.9,garlic
55.26,27.94,28.69,85.43,6.63,49.4,61.6,47.4,papaya
79.93,24.6,26.85,91.84,5.43,66.2,33.9,62.3,abaca
46.78,30.55,32.56,76.1,6.74,49.1,63.1,51.6,papaya
38.39,27.02,28.86,67.38,5.27,44.2,24.8,60.8,cassava
62.38,24.65,25.53,71.45,5.58,23.8,16.0,21.2,calamansi
39.59,28.77,29.69,64.39,6.78,16.7,45.9,29.7,mungbean
31.81,26.16,28.0,65.87,6.0,23.4,43.3,29.0,mungbean
79.36,26.66,27.49,86.29,6.91,84.6,32.2,51.5,cacao
34.34,29.47,30.45,67.25,6.85,24.9,42.5,24.0,mungbean
63.44,27.3,28.59,77.12,4.96,28.7,25.4,23.4,rubber
38.49,23.19,23.87,67.75,5.56,38.4,23.9,88.8,sweet_potato
41.36,21.73,24.01,72.55,5.07,45.3,27.4,69.6,pineapple
46.36,23.32,24.33,67.99,6.66,48.2,20.6,76.8,sweet_potato
31.37,21.31,23.62,63.17,6.31,61.5,49.8,53.2,garlic
30.07,22.19,23.62,55.82,6.09,87.1,40.1,49.4,onion
47.47,25.66,26.76,60.39,6.7,44.0,23.2,80.1,sweet_potato
48.18,21.18,23.67,72.36,5.83,50.7,22.9,75.8,sweet_potato
62.87,27.13,27.91,84.25,5.66,33.8,21.2,29.4,rubber
48.25,23.36,24.62,69.14,5.38,44.0,34.1,84.0,cassava
78.33,25.87,27.86,78.54,6.43,84.3,51.7,44.5,rice
78.11,23.99,25.11,77.18,6.31,103.1,15.2,29.8,coffee
38.07,26.07,27.76,67.83,6.8,20.9,41.5,26.1,mungbean
31.2,19.18,21.64,61.72,6.52,73.9,34.3,47.2,garlic
36.54,23.52,25.47,73.36,6.49,66.9,43.5,53.6,eggplant
47.34,22.74,25.19,77.73,5.91,59.4,29.4,73.7,pineapple
59.94,20.49,21.08,76.45,5.13,105.9,26.5,33.1,coffee
43.18,25.81,27.68,58.18,6.33,15.9,45.6,32.1,peanut
36.2,21.21,22.92,63.96,6.83,79.6,43.2,59.7,garlic
35.95,25.82,28.19,70.44,6.76,56.7,34.0,43.5,ampalaya
39.96,18.59,20.99,72.27,6.07,82.6,51.6,85.2,tomato
35.95,29.9,31.64,71.87,6.34,48.6,22.6,62.2,cassava
48.0,27.51,29.57,81.63,5.67,107.7,87.2,48.6,banana
94.87,27.38,28.13,93.61,5.54,64.6,28.7,75.4,abaca
53.58,25.84,28.11,84.07,6.4,43.8,63.4,47.7,papaya
50.79,28.04,29.37,73.28,5.8,22.1,14.9,22.9,calamansi
52.1,27.77,28.84,90.79,5.98,113.0,83.2,49.6,banana
30.39,23.19,24.59,58.6,6.86,64.8,44.4,50.6,onion
28.13,24.39,26.15,61.26,6.34,70.6,41.1,53.7,garlic
68.48,25.85,27.49,84.42,4.78,37.7,20.5,35.8,rubber
41.52,23.69,25.15,68.31,5.66,43.3,23.0,88.7,pineapple
55.76,27.07,29.21,74.45,5.43,48.8,21.2,69.5,pineapple
80.28,22.59,23.16,76.67,6.04,92.4,23.1,26.2,coffee
32.28,27.08,28.0,62.44,5.62,39.3,36.6,88.5,tobacco
57.18,27.25,28.32,81.11,6.01,21.0,11.4,19.5,calamansi
41.47,24.32,25.31,67.1,5.46,99.1,47.5,22.0,corn
33.22,20.35,21.72,68.33,6.12,89.3,48.2,44.1,onion
37.59,24.7,25.75,65.95,6.36,63.1,50.7,50.9,eggplant
48.17,28.79,30.46,83.71,6.75,56.0,46.6,55.0,papaya
46.72,27.03,29.51,60.11,6.6,54.7,39.3,77.4,cassava
77.51,26.22,27.27,89.56,5.62,79.3,35.0,79.3,abaca
35.25,24.95,27.37,57.19,6.35,17.0,49.3,47.7,peanut
51.25,23.12,25.57,76.16,6.79,106.5,92.9,48.1,banana
59.01,24.98,26.5,74.72,5.63,23.2,13.7,16.0,calamansi
46.87,23.87,25.96,73.46,6.53,55.3,39.0,48.1,ampalaya
46.02,26.21,28.5,74.18,6.45,47.6,28.1,62.0,cassava
61.16,29.47,31.97,84.98,6.08,41.5,52.0,52.8,papaya
34.8,22.68,25.1,60.79,6.92,53.3,37.4,75.6,cassava
41.95,23.46,24.65,74.53,6.79,37.1,40.8,64.2,sweet_potato
58.19,25.93,27.53,65.52,6.62,48.3,22.9,72.3,cassava
71.24,28.48,29.83,89.61,5.18,29.3,24.1,20.6,rubber
49.41,29.04,31.54,81.73,5.54,119.9,71.1,48.5,banana
75.7,24.04,25.85,85.03,6.65,72.3,43.4,45.4,cacao
54.95,29.74,31.28,68.52,6.16,53.3,22.5,66.2,cassava
49.35,23.63,25.59,81.88,6.42,89.7,99.1,49.0,banana
53.22,26.43,28.8,69.59,5.54,48.3,25.2,86.1,pineapple
74.74,22.36,24.83,77.21,5.59,99.4,18.2,26.5,coffee
34.29,20.46,22.51,63.42,6.56,76.5,46.3,51.1,garlic
35.75,19.77,20.54,66.65,6.8,83.5,45.4,60.4,garlic
65.79,26.24,27.21,92.15,6.36,21.4,7.7,28.1,coconut
47.27,23.52,24.22,74.59,6.36,16.5,12.1,24.3,calamansi
49.69,27.55,29.82,75.76,6.29,86.6,47.9,45.2,eggplant
37.3,23.71,25.09,62.99,6.5,28.6,31.7,39.9,peanut
31.38,28.48,30.71,68.44,6.21,24.4,47.3,23.9,mungbean
46.93,22.26,24.46,60.3,7.24,97.0,56.8,25.0,corn
38.4,26.57,28.02,69.24,5.89,21.1,37.4,33.4,peanut
67.39,25.85,27.48,85.6,6.66,117.7,48.0,40.9,rice
36.8,26.72,27.27,59.25,5.5,22.9,47.8,46.4,peanut
44.27,27.58,29.0,68.73,4.73,56.9,24.3,71.7,pineapple
37.52,27.35,29.32,68.7,6.35,42.2,41.7,42.0,okra
49.03,26.42,26.96,75.82,6.44,104.3,79.5,46.5,banana
59.53,24.12,26.28,88.28,6.96,113.0,93.3,54.4,banana
42.08,19.47,21.95,71.82,6.62,70.8,41.2,75.9,tomato
86.66,25.72,26.45,89.91,6.15,69.8,22.3,66.2,abaca
63.23,27.04,29.09,89.38,5.4,23.5,11.6,30.0,coconut
46.75,25.44,26.56,89.16,5.66,108.4,85.8,52.4,banana
34.56,24.13,25.83,64.3,6.5,69.9,54.2,68.7,tomato
63.13,27.94,28.73,73.99,5.89,21.6,10.9,22.0,calamansi
57.57,27.87,29.56,60.03,6.81,116.2,51.2,53.8,sugarcane
68.37,29.78,31.88,93.45,7.92,22.9,10.1,27.7,coconut
31.29,21.44,23.1,56.71,6.17,68.7,42.8,54.3,garlic
39.71,26.43,28.88,76.75,6.41,85.1,53.4,54.7,eggplant
66.01,29.09,29.96,92.96,7.58,21.4,12.9,33.6,coconut
63.73,23.51,24.7,83.43,6.74,44.4,56.2,53.2,papaya
34.63,24.35,25.39,66.72,5.27,50.0,26.9,64.5,cassava
62.93,28.95,29.73,88.45,5.07,27.2,21.5,35.6,rubber
35.98,24.02,24.78,63.07,5.86,41.0,28.1,85.2,sweet_potato
75.07,29.84,31.58,92.99,6.4,81.5,35.7,76.8,abaca
50.8,22.78,25.07,82.63,5.67,16.7,10.6,22.9,calamansi
42.95,24.21,25.24,64.29,5.69,59.3,23.5,87.1,tobacco
38.37,30.7,33.02,68.0,7.01,25.2,15.4,29.1,mango
61.88,25.57,27.66,62.1,7.43,106.9,53.3,55.6,sugarcane
80.59,24.85,26.61,87.11,6.73,19.7,5.0,29.5,coconut
31.92,25.32,25.96,59.91,6.39,62.8,37.7,44.8,garlic
65.93,18.3,20.47,64.11,6.21,99.7,22.0,30.4,coffee
48.75,23.61,25.77,63.61,6.49,44.3,36.5,75.5,sweet_potato
77.12,24.02,26.4,82.57,6.99,23.1,7.8,26.6,coconut
55.43,25.97,27.35,75.41,7.03,120.5,51.6,39.3,sugarcane
32.77,25.45,26.38,68.82,6.41,67.7,31.0,86.6,tobacco
62.83,29.12,30.02,84.91,6.29,15.1,18.3,16.2,calamansi
31.62,22.65,23.51,73.9,5.62,89.6,49.7,63.4,tomato
48.94,26.38,27.67,82.56,6.16,96.2,87.8,51.3,banana
42.55,22.79,23.68,67.6,6.34,49.5,44.7,37.1,okra
68.54,29.24,31.07,80.17,6.5,89.5,39.8,47.3,cacao
52.18,28.74,29.56,65.76,5.08,57.1,31.6,71.6,cassava
66.09,29.75,32.03,72.11,5.84,116.4,51.2,46.1,sugarcane
65.1,23.92,25.43,86.63,5.14,30.8,22.2,29.8,rubber
82.6,29.16,29.85,87.01,5.61,84.4,50.9,42.8,rice
35.33,24.09,25.15,71.13,6.16,78.0,39.1,46.8,onion
61.78,26.68,28.12,77.99,5.81,100.8,21.5,28.7,coffee
48.89,30.3,31.9,73.94,5.9,17.4,11.3,17.2,calamansi
33.33,25.02,27.51,60.67,6.56,73.0,39.3,43.6,onion
80.33,27.63,29.57,91.33,5.68,68.1,32.3,63.7,abaca
59.34,24.19,26.49,80.74,6.85,119.5,78.4,52.4,banana
44.04,23.61,25.01,69.56,6.44,89.2,49.6,49.8,eggplant
47.6,29.47,31.5,85.18,5.45,42.1,47.4,47.0,papaya
41.47,27.9,28.98,67.94,5.82,25.1,36.3,42.6,peanut
49.77,22.2,24.62,66.0,4.91,57.7,24.3,61.5,pineapple
38.52,27.21,28.91,72.8,6.2,47.8,39.1,41.8,ampalaya
49.0,31.22,31.78,77.69,6.25,106.7,86.7,48.8,banana
41.3,25.25,27.07,62.67,6.12,22.8,46.1,31.0,peanut
35.75,27.17,29.58,69.78,6.04,94.0,43.1,24.6,corn
86.48,26.51,28.45,88.85,6.14,80.8,28.2,64.7,abaca
44.19,29.48,30.22,77.7,6.35,44.3,48.6,46.3,ampalaya
49.21,28.87,29.64,72.48,6.38,86.1,49.6,23.9,corn
44.81,24.93,27.13,63.8,6.76,49.3,28.9,60.7,sweet_potato
41.45,30.83,32.0,64.44,6.53,56.7,31.2,89.1,cassava
57.72,24.84,27.21,67.05,5.82,42.0,27.5,77.7,cassava
59.64,23.24,24.79,87.13,6.19,76.7,43.3,46.2,cacao
45.43,25.6,26.81,73.34,6.94,84.7,45.0,23.8,corn
40.52,30.41,30.93,60.91,5.57,23.2,22.0,31.5,mango
33.9,20.24,20.85,65.1,6.96,68.0,39.1,60.8,garlic
42.01,29.07,30.32,68.07,6.18,79.2,40.8,23.4,corn
41.36,26.3,28.58,66.13,6.76,92.6,55.3,23.5,corn
33.84,29.68,31.82,69.35,6.44,52.0,46.5,48.6,okra
67.53,24.55,25.13,92.12,7.36,25.2,10.9,30.1,coconut
40.33,25.12,26.87,62.89,6.17,16.6,19.9,30.7,mango
55.26,28.92,31.0,62.79,6.54,104.8,44.1,57.6,sugarcane
52.58,24.53,25.19,86.53,5.91,50.6,59.1,49.1,papaya
35.66,22.35,24.02,75.07,5.79,78.0,46.3,63.6,tomato
77.58,22.5,24.09,80.3,5.63,77.4,25.7,90.0,abaca
59.97,25.5,27.78,77.75,6.23,17.9,15.8,24.0,calamansi
50.6,28.69,29.8,83.57,6.73,94.7,70.5,51.7,banana
32.34,23.01,24.59,65.86,6.81,15.2,32.9,50.4,peanut
67.64,26.68,28.09,94.2,5.46,19.9,5.4,30.0,coconut
46.84,25.78,28.05,70.34,5.71,55.3,23.6,62.1,pineapple
58.45,29.32,30.77,67.32,6.4,111.2,48.0,42.1,sugarcane
47.1,26.52,27.31,71.86,6.11,48.0,58.2,47.0,papaya
43.21,26.01,27.9,60.74,6.32,48.7,49.7,35.3,okra
46.01,26.7,27.3,76.88,7.22,134.5,47.3,54.3,sugarcane
79.52,29.79,30.68,87.06,6.02,69.2,47.9,43.2,cacao
33.98,29.46,30.52,56.73,6.84,19.7,24.0,34.4,mango
37.25,27.3,28.23,73.58,6.12,59.8,45.1,49.2,eggplant
35.37,30.42,30.93,68.94,5.94,99.6,48.8,22.4,corn
41.08,34.47,36.63,59.2,6.71,23.0,22.6,31.8,mango
45.24,23.72,25.3,85.08,6.42,99.1,82.4,48.3,banana
35.36,25.41,27.89,61.66,6.53,16.4,46.8,20.1,mungbean
47.01,25.03,26.91,79.99,5.92,48.4,60.5,46.9,papaya
34.75,28.01,30.16,58.51,5.58,53.1,30.2,62.0,cassava
33.98,30.95,31.83,60.8,6.29,55.7,31.7,44.5,okra
80.72,20.38,20.94,63.75,6.22,102.6,19.6,33.2,coffee
35.77,27.61,28.35,67.87,6.45,18.1,37.2,23.0,mungbean
42.18,27.19,29.13,58.27,6.27,51.6,34.8,78.2,tobacco
35.4,21.88,23.43,58.98,5.87,66.5,29.3,76.2,tobacco
63.1,27.92,29.74,72.46,6.07,108.9,48.5,54.0,sugarcane
32.63,25.86,27.17,57.79,6.44,17.0,43.6,43.5,peanut
74.27,26.31,27.12,88.25,4.84,37.7,26.4,27.7,rubber
63.91,26.03,28.32,81.24,5.11,23.1,28.9,27.8,rubber
35.55,22.04,24.25,66.99,5.94,22.1,48.2,50.1,peanut
66.15,26.47,28.11,75.09,6.03,17.3,18.4,18.6,calamansi
30.63,22.86,24.67,71.68,6.3,15.6,32.7,26.8,mungbean
53.34,27.96,30.33,78.88,5.92,56.9,52.6,47.5,papaya
79.35,30.98,31.55,74.26,4.62,36.0,19.9,28.8,rubber
41.94,25.0,26.24,55.85,5.77,43.6,39.7,81.5,tobacco
48.69,25.79,28.08,78.84,5.53,56.8,47.0,53.0,papaya
65.89,26.09,26.62,83.0,6.65,70.9,45.8,41.4,cacao
69.19,25.36,26.67,85.94,6.2,17.2,7.4,28.9,coconut
38.52,22.92,24.9,62.55,6.55,60.0,41.7,64.5,tomato
75.05,25.64,27.14,89.83,6.14,70.0,44.0,43.7,cacao
39.57,25.99,27.02,67.39,5.98,94.5,55.1,23.9,corn
31.8,25.15,25.76,72.14,6.94,18.0,33.2,26.1,mungbean
37.67,27.7,28.85,75.08,6.33,88.4,43.5,22.0,corn
66.88,25.74,27.82,77.45,5.31,34.8,17.9,34.0,rubber
34.87,26.03,27.62,68.39,5.76,18.5,47.8,38.8,peanut
32.48,23.09,25.11,68.86,6.23,55.6,30.0,62.0,tobacco
62.28,26.99,29.08,75.96,6.2,21.2,14.7,17.0,calamansi
34.52,19.05,20.87,60.25,6.17,67.5,46.6,84.6,tomato
38.57,22.2,23.07,67.22,5.58,39.1,22.1,85.7,sweet_potato
29.83,26.44,28.06,68.27,6.56,17.5,40.4,29.9,mungbean
71.25,21.54,22.37,63.14,5.62,103.3,14.3,32.2,coffee
78.93,23.37,24.83,89.29,5.83,78.2,57.4,40.6,rice
36.9,26.33,28.27,67.85,6.5,56.8,33.0,42.0,okra
70.97,29.74,31.51,80.07,4.88,27.1,16.9,29.4,rubber
53.03,27.19,28.85,65.25,6.66,118.3,48.3,55.8,sugarcane
33.41,24.33,25.7,64.95,6.07,79.5,58.3,63.6,tomato
44.07,23.35,25.38,67.86,6.4,19.7,50.9,30.2,peanut
51.58,28.08,30.36,78.15,5.73,23.2,16.0,18.0,calamansi
39.27,25.28,26.1,65.54,5.43,29.8,38.6,36.3,peanut
63.0,25.96,28.4,69.79,5.42,130.8,55.1,47.0,sugarcane
56.78,21.85,23.76,72.4,5.35,97.4,29.6,28.8,coffee
43.74,26.11,26.79,68.03,6.68,26.8,30.7,42.7,peanut
47.36,25.4,26.36,72.06,6.5,52.5,34.3,47.5,ampalaya
37.1,23.4,24.46,73.74,5.99,38.6,39.5,73.3,sweet_potato
34.16,24.13,25.31,74.35,6.52,45.7,35.3,41.1,okra
68.23,23.32,24.04,75.78,5.3,99.2,28.6,35.3,coffee
60.36,26.02,28.35,85.72,6.17,82.3,34.6,55.1,cacao
31.84,25.1,26.93,61.09,6.44,42.0,32.1,61.5,tobacco
43.18,30.07,30.62,79.53,6.56,43.5,46.3,46.8,ampalaya
39.68,22.49,24.66,72.34,6.53,90.0,42.8,43.6,eggplant
42.93,29.74,31.45,60.56,6.99,90.5,48.2,24.8,corn
35.06,23.13,25.42,68.76,6.34,35.3,22.6,60.0,sweet_potato
40.05,23.74,25.68,68.59,5.67,29.4,41.8,49.9,peanut
42.34,32.98,35.03,50.95,6.87,15.4,20.2,26.4,mango
82.41,28.65,30.31,81.82,6.84,68.2,29.4,41.2,cacao
30.28,21.68,23.86,59.32,6.54,66.6,53.5,79.6,tomato
36.72,24.89,26.56,69.77,6.77,15.0,35.0,21.3,mungbean
40.35,23.18,24.77,63.07,5.73,82.7,58.0,65.1,tomato
69.79,24.15,26.59,67.02,6.06,98.9,17.9,32.1,coffee
27.97,22.25,23.5,63.88,6.77,85.0,31.7,42.1,onion
92.71,28.18,29.9,83.86,6.36,67.9,27.2,72.4,abaca
85.79,26.69,27.76,84.39,6.1,65.3,38.2,66.4,abaca
56.82,27.41,29.88,73.8,6.2,22.6,18.1,18.8,calamansi
30.5,28.32,29.39,71.76,6.3,15.1,45.6,26.8,mungbean
68.09,27.55,28.77,88.32,6.46,56.6,49.0,46.8,papaya
46.98,19.55,21.66,62.07,6.65,38.5,34.3,68.3,sweet_potato
42.13,25.79,27.33,63.17,6.2,90.3,50.1,21.3,corn
73.09,21.13,23.45,73.05,6.26,97.6,25.6,33.2,coffee
54.45,25.03,25.68,72.99,5.94,18.2,11.0,15.7,calamansi
60.83,29.67,32.0,79.6,5.67,96.8,46.6,43.6,rice
36.78,26.94,29.25,75.54,6.6,60.6,45.9,33.3,ampalaya
34.47,23.76,26.02,65.07,6.5,24.6,48.1,22.9,mungbean
83.68,22.98,24.93,85.55,5.21,68.8,36.4,70.5,abaca
52.55,23.77,25.77,64.94,5.12,40.3,34.7,72.0,cassava
45.87,25.59,27.09,67.09,6.08,79.7,52.2,51.7,eggplant
47.66,21.71,23.83,61.68,5.66,48.1,31.4,81.2,sweet_potato
55.11,26.76,27.96,77.26,6.15,47.3,61.5,51.7,papaya
87.17,22.82,24.97,86.03,6.7,113.2,56.9,42.0,rice
34.55,24.97,25.52,73.74,6.02,46.5,29.0,88.0,sweet_potato
30.4,24.07,25.85,70.81,6.56,69.5,54.4,79.0,tomato
38.95,24.61,25.33,64.04,6.06,21.8,31.9,35.0,peanut
44.16,21.26,23.51,68.53,6.03,33.3,36.4,83.8,sweet_potato
40.77,32.62,34.56,53.67,7.28,19.5,24.0,28.1,mango
61.46,25.47,27.57,78.32,5.77,16.1,11.3,15.8,calamansi
54.85,31.62,32.86,87.46,5.79,59.8,47.7,53.1,papaya
38.1,28.82,29.67,58.15,5.92,21.9,41.3,44.7,peanut
48.48,26.37,28.42,68.69,6.1,64.6,54.8,50.3,eggplant
48.19,26.85,28.33,72.75,6.38,107.1,58.2,57.1,sugarcane
77.69,29.57,30.26,91.04,5.29,23.6,9.7,33.0,coconut
48.16,25.08,27.09,77.43,5.27,41.9,22.7,72.0,pineapple
47.36,28.92,29.46,78.45,5.51,50.5,28.7,72.3,pineapple
29.92,24.0,25.71,58.25,6.32,91.8,34.9,55.4,onion
82.31,26.1,27.13,77.13,5.59,99.7,16.6,31.2,coffee
36.76,26.89,28.15,76.78,6.34,56.9,47.6,31.4,ampalaya
29.25,23.28,25.71,59.13,6.9,72.4,35.6,58.4,onion
74.32,28.44,30.06,79.79,5.75,87.4,47.5,40.9,rice
35.45,34.34,35.02,60.3,5.86,14.7,16.0,32.9,mango
31.63,22.86,24.95,75.13,6.55,58.5,50.1,46.9,okra
48.52,27.92,29.52,79.33,5.92,58.1,15.1,73.5,pineapple
32.73,23.23,24.27,65.67,6.18,82.3,48.2,41.9,garlic
74.23,27.07,27.78,83.79,6.07,90.6,35.3,65.0,abaca
38.88,26.44,27.73,56.62,6.11,51.4,30.4,65.2,tobacco
81.96,29.82,30.48,87.29,5.97,77.9,32.0,80.7,abaca
37.0,25.12,26.79,79.39,6.25,48.1,38.0,46.3,ampalaya
68.08,26.21,27.85,88.58,4.77,22.2,23.4,22.3,rubber
48.55,27.1,28.3,74.81,6.23,57.4,40.9,43.3,ampalaya
34.33,25.88,27.52,67.38,6.09,18.9,41.2,45.5,peanut
35.3,25.35,27.83,67.72,6.04,55.7,36.5,42.8,ampalaya
81.52,24.34,25.01,77.81,4.98,95.1,16.5,34.7,coffee
40.91,26.02,28.38,64.82,5.5,42.4,21.8,90.0,cassava
59.68,23.91,24.96,65.95,5.99,101.4,17.5,28.6,coffee
34.98,22.99,25.32,74.09,6.1,48.1,31.2,45.8,okra
35.01,25.04,27.49,64.62,6.82,19.1,39.4,50.8,peanut
49.27,27.21,29.23,69.95,5.59,49.5,21.1,84.8,pineapple
64.32,24.61,26.28,77.54,5.96,81.3,48.9,40.5,rice
28.91,20.66,22.65,55.55,6.23,80.6,47.3,42.7,onion
85.87,29.51,30.09,85.3,5.7,65.2,37.7,74.8,abaca
32.61,23.43,24.8,58.08,5.63,52.6,32.9,77.3,tobacco
33.04,23.85,25.34,65.22,6.0,63.2,36.7,55.8,onion
44.57,28.82,31.07,62.77,7.36,87.3,48.4,20.8,corn
